experience,frl,growth
12,55.1951884053983,55.25815657518393
3,48.62953340259926,52.41482635561446
1,70.97340243181775,47.04738891963713
5,64.13406330164709,57.65525339307662
12,59.27604286423882,57.60126587799638
17,50.003176508764405,56.91166142461146
6,67.67219627373609,52.78843629782745
6,51.476752210910796,61.7663539384384
6,53.62394058600676,53.810494444351136
7,29.559307094212244,57.70279667509778
3,81.30229033646924,46.16994741609665
20,63.867928358526676,64.29907031726549
13,47.46918240830482,53.39403900571794
10,47.15839679398624,49.522998224486116
4,55.60546022676179,46.98205197525048
8,53.056777458040386,41.7443402454939
7,62.18927694098725,60.84563509611368
34,36.2373748281307,58.53505113388599
13,72.46254730848537,57.52904732726656
25,59.86536896178276,67.6234968654837
7,80.47359689547159,58.879316741984844
8,65.07273561152074,48.485298026989604
18,58.2741049894275,61.832227413091886
13,40.63763996311896,65.274299326507915
4,41.001345578247054,51.83959290040111
9,86.15688635192693,52.782533359029635
19,49.03919898253539,45.80111709331699
23,67.12861685189797,54.51740046112989
24,79.20277201006242,56.325723559163464
27,57.367093541629856,72.01364110325068
21,60.56162195629537,58.63455008710592
4,58.782482375112046,56.674116026204594
14,46.341232511083255,59.95841699389556
6,61.33150896777612,61.67917671607972
6,88.08679054221493,49.45624376852555
3,66.43781637151756,59.875191340444296
12,38.60864403464477,58.32491850461082
28,60.58431631064789,50.476058182725325
6,69.27958917910945,51.58241341404453
9,55.412645035398455,59.48524635620869
20,44.29187771003252,59.16737474229235
4,60.314370317630534,50.264626729038554
22,45.488876740203274,58.567972204194035
12,43.46978005070557,60.27392211612022
11,78.91621575234704,62.04126147110816
2,71.47895874091826,64.52753456805418
6,68.67102321930201,48.93374015504985
9,38.59492859258103,60.18492338044951
4,75.75899849055192,54.76011402296808
6,62.45545364203131,50.11603199998518
13,47.19892602172278,58.58942106890012
25,80.25854864296625,54.31183363997671
10,71.82292087581587,55.71036781703544
9,71.20631485863774,56.94810002843976
21,37.26948651213969,54.63071127481308
17,32.38176616630646,53.821059278489884
3,54.289310048211085,52.20843322008188
7,45.21823831910726,60.40925981348552
8,41.15946341517417,60.58620130206223
30,20.206688931395746,65.6446682934228
3,89.17729116478985,52.21121112698786
9,64.31739045184628,62.58448100058426
15,43.14695356221906,60.52476023185468
9,83.96119292225234,65.53504392191161
6,51.33421900202294,61.02285773700714
12,57.47958836591974,51.639982683369055
5,62.65915662479676,51.27009198818356
3,61.25179120102729,60.23591405567035
17,65.92980539648102,52.484869016209736
8,59.199522054498416,55.944112108350176
5,55.416908662664106,44.36937905967211
7,44.15562445393623,67.69896504457344
13,23.073829775921627,56.97611018239308
8,44.30616081423986,57.30077049730709
12,64.60745829165836,53.48279228866572
16,66.87616630382232,60.82589661018478
11,59.93301064374235,59.4521698489382
11,40.35068741111647,59.95183840528059
10,75.4860464239893,54.653709081972
15,83.23280273917219,50.99157881292096
2,43.203509424041805,57.67700997753256
14,80.68730668359981,72.12017675807822
18,64.63637056053446,57.922324911769465
17,17.71177854503047,65.88555074298293
11,56.92739534224681,59.70406826383103
9,27.311116408631584,63.59001906800667
7,54.52796171086608,60.08081196192326
11,45.298435280165776,69.78206299029245
16,39.949435893840324,70.74169024406581
12,74.50211941754671,61.13023296173636
13,57.83431431395702,59.96124212858849
18,11.292152419464614,65.45599283252858
5,47.50414203480783,49.49249564353499
16,64.85982692729405,53.676527458595146
8,63.528710060534344,49.93210936969713
20,49.166940418184325,53.618570687332834
4,67.43182779338031,53.941517551175586
12,74.26722236602843,49.49846419258185
11,54.35796856562861,59.02814490715963
13,58.7936374076008,50.70210671142518
12,63.25977111041817,57.114252747513234
17,77.5875020511362,54.13274912106404
16,56.16688106091006,59.66174203259558
9,69.89174894498808,49.98469625313912
10,75.61444795315742,65.11281467989471
9,70.39272058086347,67.43439941928776
15,75.45780439669093,62.55628251071448
9,56.67157288630774,51.64402453961795
9,51.171218782916156,57.841666658206535
1,56.92539642885385,41.30813427154987
19,65.55688068945632,58.636269250168816
1,32.61627325150615,50.5704124466001
4,38.814188544831794,56.71433796524491
3,68.26076179238285,37.314658239793616
16,74.68885899889449,62.48442469001787
10,89.75474160152199,54.775986479429015
13,40.70855453681796,63.82513123110896
21,82.2096016193896,58.40174828033538
13,55.71463467900756,49.02486448236998
11,23.471631421985922,55.82987968602876
5,43.75290941771499,44.05043959644884
19,47.69403634694916,62.23522346983739
9,52.30312229154804,47.333314053548776
12,64.41155394110768,69.03426153197084
4,46.611172380188975,60.22789651376847
23,48.958512976832324,66.16062169049476
6,57.306234438136784,43.79791179594561
12,90.53272817467578,50.54470456579339
15,49.594461953984556,60.743523997613146
16,34.877263125917224,59.45075783447417
4,49.3665493227756,41.662730019465194
7,94.53552028537919,46.45377164946237
6,33.22588036586828,53.41214343015964
14,42.564914018634155,53.1503628447027
6,60.374389786633,48.80351856251222
17,59.320607381277426,65.99664668380045
17,66.11694902131836,60.59156030224332
28,63.01240784130521,65.68159967290728
9,53.60943378038959,54.505055974747634
26,91.48892878204859,51.35922382549917
6,40.27352629071499,56.525783556346084
12,63.92215789158922,54.15127553103719
14,22.879655759893566,61.91432627190807
7,60.860744912592516,56.35474707804566
38,24.53962782395366,62.272936895107755
14,22.583136112748335,64.46751713357453
28,38.03642106406873,73.41698169445876
7,44.62828030570711,60.325126799267586
14,71.46412811390928,69.0983836541711
8,70.99378052862842,54.63779725331094
10,39.03924984176436,46.84403902900841
13,31.307147590186695,60.345677622234426
6,59.78437457242054,53.94324529996561
5,28.028764425795977,58.633423223872825
12,17.62536285112178,60.36217405018461
4,42.07511728315077,58.001986793991406
8,56.67376607156384,51.802912933973644
10,95,48.026444471364066
9,81.58965922948077,55.916828983484514
8,68.92047680432826,54.386899855726824
6,54.95107498633143,63.18336425826946
10,21.425131796337865,57.61589763782332
34,46.88945751389197,59.6414261765351
14,56.21802593176694,57.625204222134215
13,75.2460530274158,54.595693790425
5,38.94009918437617,58.31683471141087
3,71.84654972442456,55.952065423050044
19,44.16885662999913,64.671425715925
4,75.8150128398648,50.928924581648396
14,87.15081482471099,57.5966792704144
16,31.357781598692007,67.58497914150075
5,66.91538197353694,60.52620865341129
13,51.10576149390609,63.52622524162041
16,68.0491603154988,49.63229924263689
12,91.8629684896757,56.348969350209586
4,80.01383963342766,55.63862497531639
19,56.9991119875465,63.04507943642795
6,89.86305550757203,54.91630660431671
20,37.903353127269725,60.19439958686688
1,67.30155356338085,50.54518548924862
10,52.28598639525792,61.050303713106906
1,64.72510608492112,54.35602404190411
4,40.89072321916525,54.726642157320654
2,93.78814956169873,43.36091864263127
7,21.538001280086846,62.45683566942486
11,62.30233984639041,50.188065708872124
28,36.69413229237223,56.2880857614947
18,51.737809567252356,57.511600033987484
6,80.64843991625308,55.22075386996228
2,53.59139619391563,54.466475509868815
8,63.11282385678326,57.915296996367964
11,24.77390171723968,51.424299590685564
12,15.023294835100792,61.024139855195486
3,39.56592281360341,45.00549292295159
4,69.69216573151263,63.33059409687192
9,19.87547210447363,75.95329156833729
11,61.16066561223662,58.21164012167476
10,70.47826764110218,64.37655166441846
10,40.60669993587596,60.86697049339935
33,36.41811554318116,59.71600427662765
24,90.68198779453658,66.70400899469479
10,59.34297443991364,53.373627781172495
6,50.0177005254188,52.8387155315277
9,41.56950565993533,62.63032073520282
6,52.250244924690016,46.587495960731914
17,53.541256432913904,60.792941356969315
7,66.17936850021195,53.944885744710945
9,59.55964591350626,49.162380388910606
27,49.75686468242104,68.9106462677043
6,50.45129483879853,46.002423219550735
4,45.09380426406962,55.27006101883233
20,51.73422774779327,59.73585160745408
14,39.485233979089884,64.18557375735827
16,54.275700270421666,55.46391884221144
8,63.186981892611676,63.56306805685822
13,70.56096459114468,58.15243308482189
12,58.13586835794254,56.5602312807423
12,79.09277186557841,54.69434849748944
11,38.87548187454125,58.636547780939395
18,44.529811672642445,62.25018963642037
5,69.34612408898784,52.08577190739726
3,52.476237930305636,69.18511249240048
13,53.44833841916947,53.95067321814055
17,77.92542241406323,62.46581619325901
8,60.48338656276906,63.26242268284335
6,58.665678925195294,62.69313842262884
5,59.69216098136863,62.68041025958539
8,36.708934896704704,60.71504736658262
1,71.5824391311572,39.37616270553991
13,64.43467944974783,50.676785426051396
3,16.37286120969486,55.07932866754012
3,36.48026135009926,46.323989563019616
12,51.47029126192753,46.986818422274375
8,52.54379259795667,48.982832126357856
31,73.3100724632381,48.177937355434445
2,47.99872964083863,59.13173442850339
17,66.4689006889345,63.35888772317403
3,64.47643663384817,45.03179985711142
2,40.773818350683385,56.13730102302613
15,41.54548120935446,58.935823273430856
7,63.782335335778626,54.638276164180695
11,69.23950055029962,57.913876403888594
6,60.15116314291431,44.90642438044014
10,59.4609170188625,54.57872707609493
6,46.15477041333066,66.54163327226087
12,35.150958138808804,56.9290619232684
3,66.00470305855279,59.00793629101808
19,32.32765057267644,69.04765784278406
15,56.457050693443506,48.43395114178257
16,42.14698675311456,62.68682268747768
13,44.34886870752463,61.34952094468023
15,55.538511338652604,63.7191117295748
2,84.63042896763305,55.95532911031064
12,48.355192993127574,54.658109412543205
3,29.92682372671245,51.53330394841644
26,39.8010622726658,72.6600504471031
4,45.472964232143724,48.914938151117695
8,49.73080584250057,61.67753324522289
10,55.58094641255069,56.91721580110624
21,57.24713579638214,57.34752001225785
15,64.50256846485159,56.86398456645805
10,28.329354441633726,59.62187972764889
18,59.646445782507556,57.7677869045011
18,54.581123577733045,56.182569981101715
10,53.238668800117395,66.37852717458938
11,67.926498550553,56.83254377972541
30,44.71069144809128,63.88695270047356
5,83.44835576904596,58.23167318224076
37,19.444993362922546,65.40531238261748
14,55.75656503207957,57.0788375107668
17,42.49421507627437,62.10891147607063
11,52.02389839104404,60.95542374214312
17,39.5513493658517,51.49360222119779
17,83.87473626054195,62.041378455397
22,59.409103039504885,55.547952086799846
16,33.541010747585005,64.35362198421002
5,41.35009037817077,58.45963863310787
16,48.486776062005596,63.95421870256085
9,57.8457018972053,58.32599230517173
20,49.66022072462393,58.74280533507365
14,57.20362735571526,63.52253989991645
10,30.798621185975854,66.1495687042978
5,71.07373733716707,58.03321337332123
6,36.71519027410978,54.4952559153714
5,60.641644310273875,59.97042526050158
11,14.893829446005384,62.53010707958927
7,37.81269636097066,59.72118579345428
8,54.542069249871254,51.7683385586778
7,77.49679176830934,53.09871727234405
9,71.97116823334163,50.673958595570134
11,26.242561124198467,61.74014602202741
14,45.80281960728038,53.99286939451049
28,38.4446320763429,57.79927798132838
2,41.49293719451117,53.40880556777187
14,53.74423033737821,70.68519746497262
7,51.25170522095631,54.863716615345325
4,64.66124358795655,49.34689177516149
4,69.14881618174256,58.37366836874193
8,37.53702600516956,48.42122843888631
15,53.26614953799056,55.8907934209572
15,40.513494503410634,62.40670034994505
16,62.62052285460323,51.167110838689275
5,7.153005182368993,51.38572101123825
20,48.31525406484247,58.91214456792998
11,83.0794071967484,54.726364770176666
33,57.34924225009036,44.78726560841296
5,57.651963754275656,48.1723354547315
12,35.24405330580871,61.17376237390977
18,50.27235927449238,55.163815036495805
7,46.644842932654655,54.267508129875395
12,56.71742832024634,65.13421564672468
2,32.80667929172728,51.83635606599545
14,63.73292676145195,70.91329222910443
9,67.86671034508197,77.12409723248763
2,73.32081381124155,68.72976138253104
4,64.19601365324482,50.609570450130185
4,58.61940492837671,66.93140469026503
12,66.25362047820667,63.31468513746063
7,50.87314379212708,46.245349618101486
8,71.11564630122643,46.28961607418954
4,33.95525658945389,53.31146391061249
10,67.09272161663154,60.3503824300155
8,11.610586608198055,67.14450592443197
8,74.86292629034205,56.990152263036784
10,23.46864646025054,68.23859349163558
13,32.13865629585882,61.38295559444556
10,38.419041600935856,61.044067327353716
10,57.260497372179614,66.71088085674582
12,36.006281651165665,61.983385319237975
26,83.29282957253199,60.43940419167633
10,53.018060230601925,61.17416026337037
28,41.688682541400276,58.96110597431607
5,56.13664930658349,58.74960552720739
14,61.74861487283598,58.712864056604296
15,65.71818737825683,49.81808271393397
7,60.93712384032982,58.534050352235475
10,24.213944121187776,56.24591682609508
10,54.76267418141675,55.34208052735721
14,73.7945902980345,56.200435739875765
13,47.274116733062954,62.94366662587624
7,79.04749905849899,51.83426231986196
27,65.1414197373537,65.72481250121572
12,44.91393273881145,56.142951267787446
6,52.985916154994634,51.81031352633048
10,36.010653323121396,63.21438449766253
5,79.06123319175242,53.80681483658999
2,58.09176409352534,59.98106401238191
4,57.41816240025143,55.52238499472296
10,44.8118025916278,59.280270589375796
1,51.17620408285581,52.22311533642194
11,83.8241332755503,55.67583351268392
4,15.952375173476156,48.47210762319913
11,58.63019804913726,59.00239170978114
3,61.987136768146925,52.350927949195295
38,18.379370375944752,50.67115140316191
15,57.84463613559552,66.06320312257925
13,33.24680795281387,49.1605284439688
4,36.866407798711336,52.00702252072281
5,76.29246958587373,56.14638737956079
1,33.623232203736855,50.08855551907425
14,59.93971139031879,67.92473505826679
13,38.21634403690133,72.41484507635805
4,36.63370538381015,60.65841928016594
6,51.93085163850542,57.92002626248096
7,30.256593686410763,45.030633456639684
18,73.55106792838075,64.29725411064115
10,59.52750166225365,58.9172174004855
5,81.79858708997406,49.44093199458455
10,47.645724298867904,58.987019772808246
15,56.14703089500341,57.824526564264524
5,38.55710485890993,49.203422230046854
3,57.720314847310256,51.95595541596042
12,37.77706345411538,61.44634250143296
19,68.27791626134871,67.07114467340492
7,54.15880934728112,62.14623501499972
3,70.01081505374316,50.999839283736875
6,38.515977545184725,50.728354250949714
28,49.94445445776275,63.64789549384883
1,63.98597813209277,47.840943088154916
9,24.495245172483212,58.79133877883041
2,74.73568500727305,45.18708662896507
13,71.92591525539662,54.98442107796896
8,69.2454849524047,50.76632766301849
9,67.34831595117333,52.27301787381754
6,51.309679873195456,48.14664334184107
10,74.9017368397017,66.5107982049732
5,33.55507368552777,62.672702484004745
4,82.05390735064191,50.49468514763207
14,44.124498752453334,50.17845518811247
16,60.16645192396947,57.381160020350386
7,20.663972042317695,48.06679126095244
4,62.749389133351244,57.221771943195606
6,64.78257294354799,51.560674756883614
10,59.70517979138051,59.43420659495939
9,56.82931320075165,46.902108900034875
4,36.36139047281605,62.5761321914385
18,54.14292251367171,62.9805348975475
10,53.4445728771955,66.68475692609596
24,47.893269915333335,69.81285487622489
4,19.81110392001994,57.03473169879172
12,43.461093060639385,69.1455516517674
17,74.50300333378561,56.13020940610155
4,60.18013120619829,59.30383688251125
5,51.650190487293855,51.98768988636155
5,44.99152911011886,59.1342828102227
12,63.84255721201633,68.35394314651262
2,76.5201476059238,35.0441452879424
4,53.541043735790204,55.45898557887742
12,19.880816412766308,54.099626139367
25,37.398440499996575,63.42822045703171
5,65.11756239594507,55.70260622171527
3,30.580309152572877,57.67294195159847
9,35.1463008598849,57.62743586046164
12,71.39667858954753,56.96767551975639
7,40.92800250969553,56.47493764917898
21,45.4337903081501,61.55807669926633
35,39.0198455624035,68.68254765058094
4,38.85482551270353,50.016458730647
6,33.481802862104715,59.55500037931432
20,47.424298290307036,65.60879565487913
4,40.85680998452308,51.11802766477033
18,78.38248485881749,58.76072604932664
7,30.504466567743833,61.86525956465316
10,57.49860989973196,58.13110557439495
12,33.1773157476848,69.33543513799735
9,46.63176286523267,60.30734018646051
11,67.43498540357837,61.35759523846592
13,50.622838832960625,71.83286874060946
38,28.47754792730609,64.65704181153156
5,43.19060257339352,60.195676658353364
8,53.262721089253446,53.79700468501347
13,83.67392663782721,57.875845148566064
10,64.89074428548399,66.05992857152683
10,48.78256300715459,54.09135741565719
5,82.98202536706995,53.69880492375538
18,66.12379143895002,59.356988214076495
4,75.37797140136406,57.51952486260605
12,77.75410302394084,49.675401415112454
7,62.615286801765734,62.389250111109256
27,35.37953694820979,67.52581464831789
10,51.24860101869978,63.64167284348868
28,71.98922541644569,61.75349477764541
4,36.548156265877545,55.36877796426309
16,32.320862130687594,72.00088095356337
23,61.00688612919593,60.58311712649353
13,58.13037827502208,66.53895700316198
23,42.01598675767387,68.28882288131634
23,56.61359747574926,65.85753660113052
2,75.39214824453424,45.637681596227786
7,57.07770017230969,64.02999077995393
17,44.39300387408062,54.5663991297318
11,56.7818463473008,58.669785347018895
31,54.865386189872105,57.62609331886377
9,56.808465522457254,56.13451312934403
38,55.24094767148514,53.183851057849765
1,60.88765483403374,54.188838267340735
3,70.00319269413885,46.6677595937533
15,43.75351653061885,56.132315258006024
13,40.8643300646376,65.33491784070262
9,73.07326196226427,63.306054732442846
6,68.09801640590993,56.519761309650036
13,57.569077828917415,59.24540216799576
31,49.05397262565609,64.47022960889898
12,59.80051199579282,56.72671195247634
8,35.08432693059861,52.53283265724018
7,58.53918336839189,51.67797697601091
4,32.632651302199115,56.53425205805751
20,64.92019900636066,67.56663186798322
2,67.17914505756337,48.02156456478812
8,49.40760325632354,52.357368848799325
7,60.3520940758739,56.752177276738585
20,46.683765885384844,57.50006194011648
7,48.64506530648637,53.23063785246859
4,61.72028720410575,44.30286071329267
3,82.10346080745222,43.22948929999296
7,67.7851876915839,56.967427468374304
4,42.50825592762834,63.74337547935741
11,52.678972525446184,53.27090791722253
3,44.75240691963244,50.11845396460117
25,68.40677008413475,66.30729000463857
6,58.591830270902896,46.47266437642884
7,62.81208360366017,60.90987980347128
10,30.368791323528832,57.33891206513585
9,58.79293123930907,54.99226456769153
23,57.15079671198252,57.42559162855337
5,60.63237811977592,53.97431348524673
8,75.89824962376326,52.34644469696485
6,52.894394220924525,51.323367918220896
24,75.21056929964305,60.223865160963065
20,55.013330583749614,67.71200369544584
3,34.97143816701916,44.658128281886135
22,43.952139948116965,66.62094699525943
15,69.59009685832089,56.76582273632998
